person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag,loan_grade_score,home_ownership_score,loan_to_income_score,interest_rate_score,previous_default_score,employment_length_score,credit_history_score,credit_risk_score,credit_risk_level,high_risk_borrower_flag,watchlist_flag,model_priority
25,60000,RENT,0.0,VENTURE,B,12000,11.86,0,0.2,N,4,60000.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
21,29400,MORTGAGE,0.0,MEDICAL,B,12000,11.83,1,0.41,N,4,29400.0,12000.0,<30K,18-25,10K-15K,8%-12%,1,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Priority Review
21,50000,RENT,0.0,PERSONAL,B,12000,11.71,0,0.24,N,3,50000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
22,36000,MORTGAGE,4.0,MEDICAL,B,12000,11.71,0,0.33,N,2,36000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,1,0,0,1,1,4,1,0,1,2,10,High,1,1,Enhanced Monitoring
24,34000,RENT,8.0,MEDICAL,B,12000,11.71,1,0.35,N,4,34000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
22,35000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.71,1,0.34,N,4,35000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
23,38000,RENT,7.0,PERSONAL,B,12000,11.71,1,0.32,N,4,38000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
23,50500,RENT,1.0,VENTURE,B,12000,11.58,0,0.24,N,4,50500.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
29,34999,RENT,2.0,MEDICAL,B,12000,11.58,1,0.34,N,10,34999.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
21,45176,RENT,1.0,MEDICAL,B,12000,11.49,0,0.27,N,3,45176.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
36,33600,RENT,3.0,EDUCATION,B,12000,11.36,1,0.36,N,13,33600.0,12000.0,30K-50K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
36,33600,RENT,3.0,EDUCATION,B,12000,11.36,1,0.36,N,16,33600.0,12000.0,30K-50K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
44,39000,RENT,2.0,MEDICAL,B,12000,11.14,1,0.31,N,15,39000.0,12000.0,30K-50K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
28,40000,RENT,12.0,VENTURE,B,12000,11.11,0,0.3,N,5,40000.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,0,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Enhanced Monitoring
28,40000,RENT,12.0,DEBTCONSOLIDATION,B,12000,11.11,0,0.3,N,7,40000.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,0,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Enhanced Monitoring
44,30000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,15,30000.0,12000.0,<30K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
22,27000,MORTGAGE,1.0,EDUCATION,B,12000,10.99,1,0.44,N,3,27000.0,12000.0,<30K,18-25,10K-15K,8%-12%,1,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Priority Review
26,50000,RENT,1.0,VENTURE,B,12000,10.99,0,0.24,N,4,50000.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
22,54000,RENT,2.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.22,N,2,54000.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
26,57000,RENT,0.0,MEDICAL,B,12000,10.99,0,0.21,N,4,57000.0,12000.0,50K-75K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
24,45000,RENT,1.0,VENTURE,B,12000,10.99,0,0.27,N,3,45000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
24,60000,RENT,1.0,EDUCATION,B,12000,10.99,0,0.2,N,4,60000.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
22,60000,RENT,2.0,EDUCATION,B,12000,10.99,0,0.2,N,2,60000.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
23,63250,RENT,1.0,EDUCATION,B,12000,10.99,0,0.19,N,2,63250.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,1,1,0,2,2,10,High,1,1,Enhanced Monitoring
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.27,N,3,45000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
30,37500,RENT,5.0,EDUCATION,B,12000,10.99,1,0.32,N,6,37500.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
28,47840,RENT,0.0,MEDICAL,B,12000,10.99,0,0.25,N,7,47840.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
23,39000,RENT,7.0,MEDICAL,B,12000,10.83,1,0.31,N,3,39000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
22,38004,RENT,5.0,EDUCATION,B,12000,10.75,1,0.32,N,3,38004.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
30,36400,RENT,2.0,MEDICAL,B,12000,10.65,1,0.33,N,9,36400.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
26,60000,RENT,1.0,PERSONAL,B,12000,10.62,0,0.2,N,4,60000.0,12000.0,50K-75K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
23,50000,RENT,0.0,EDUCATION,B,12000,10.59,0,0.24,N,3,50000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
26,45900,RENT,0.0,PERSONAL,B,12000,10.39,0,0.26,N,3,45900.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
31,30000,RENT,4.0,DEBTCONSOLIDATION,B,12000,10.39,1,0.4,N,9,30000.0,12000.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
25,54996,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.22,N,2,54996.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
21,38000,RENT,5.0,EDUCATION,B,12000,10.37,1,0.32,N,4,38000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
25,47000,RENT,3.0,MEDICAL,B,12000,10.37,0,0.26,N,2,47000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
24,60000,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.36,0,0.2,N,3,60000.0,12000.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
31,36000,RENT,4.0,EDUCATION,B,12000,10.36,1,0.33,N,8,36000.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
23,48645,RENT,1.0,VENTURE,B,12000,10.25,0,0.25,N,4,48645.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
25,33600,MORTGAGE,1.0,VENTURE,B,12000,9.99,0,0.36,N,3,33600.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Enhanced Monitoring
22,33600,RENT,5.0,PERSONAL,B,12000,9.91,1,0.36,N,4,33600.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
23,40000,MORTGAGE,3.0,EDUCATION,B,12000,9.88,0,0.3,N,2,40000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,1,0,0,1,1,4,1,0,1,2,10,High,1,1,Enhanced Monitoring
25,39900,RENT,8.0,EDUCATION,B,12000,9.88,0,0.3,N,4,39900.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Enhanced Monitoring
23,39996,RENT,6.0,MEDICAL,B,12000,9.63,0,0.3,N,3,39996.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Enhanced Monitoring
29,37000,RENT,4.0,HOMEIMPROVEMENT,A,12000,9.63,1,0.32,N,7,37000.0,12000.0,30K-50K,26-35,10K-15K,8%-12%,1,1,0,0,0,3,4,1,0,1,1,10,High,1,1,Priority Review
37,38200,RENT,0.0,VENTURE,A,12000,8.94,1,0.31,N,14,38200.0,12000.0,30K-50K,36-45,10K-15K,8%-12%,1,1,0,0,0,3,4,1,0,2,0,10,High,1,1,Priority Review
24,39600,RENT,4.0,VENTURE,A,12000,8.9,0,0.3,N,4,39600.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,0,1,0,0,0,3,4,1,0,1,1,10,High,1,1,Enhanced Monitoring
34,30000,RENT,2.0,DEBTCONSOLIDATION,A,12000,8.9,1,0.4,N,7,30000.0,12000.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,0,3,4,1,0,1,1,10,High,1,1,Priority Review
24,36000,RENT,7.0,MEDICAL,B,12000,8.88,1,0.33,N,4,36000.0,12000.0,30K-50K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
21,39900,RENT,0.0,VENTURE,A,12000,7.9,0,0.3,N,3,39900.0,12000.0,30K-50K,18-25,10K-15K,<8%,0,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Enhanced Monitoring
21,39900,RENT,0.0,EDUCATION,A,12000,7.9,0,0.3,N,4,39900.0,12000.0,30K-50K,18-25,10K-15K,<8%,0,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Enhanced Monitoring
26,40000,RENT,2.0,MEDICAL,A,12000,7.88,0,0.3,N,2,40000.0,12000.0,30K-50K,26-35,10K-15K,<8%,0,1,0,0,0,3,4,0,0,1,2,10,High,1,1,Enhanced Monitoring
28,28080,RENT,0.0,DEBTCONSOLIDATION,A,12000,7.88,1,0.43,N,5,28080.0,12000.0,<30K,26-35,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
24,32000,RENT,4.0,MEDICAL,A,12000,7.51,1,0.38,N,2,32000.0,12000.0,30K-50K,18-25,10K-15K,<8%,1,1,0,0,0,3,4,0,0,1,2,10,High,1,1,Priority Review
26,40000,RENT,2.0,MEDICAL,A,12000,7.51,0,0.3,N,2,40000.0,12000.0,30K-50K,26-35,10K-15K,<8%,0,1,0,0,0,3,4,0,0,1,2,10,High,1,1,Enhanced Monitoring
27,35000,RENT,0.0,EDUCATION,A,12000,7.29,1,0.34,N,6,35000.0,12000.0,30K-50K,26-35,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
24,30000,RENT,0.0,EDUCATION,A,12000,6.91,1,0.4,N,3,30000.0,12000.0,<30K,18-25,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
22,31800,RENT,4.0,DEBTCONSOLIDATION,A,12000,5.42,1,0.38,N,2,31800.0,12000.0,30K-50K,18-25,10K-15K,<8%,1,1,0,0,0,3,4,0,0,1,2,10,High,1,1,Priority Review
33,30000,RENT,3.0,DEBTCONSOLIDATION,B,11975,9.99,1,0.4,N,8,30000.0,11975.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
23,42000,RENT,6.0,EDUCATION,B,11800,12.69,0,0.28,N,2,42000.0,11800.0,30K-50K,18-25,10K-15K,12%-16%,0,0,0,0,1,3,2,2,0,0,2,10,High,1,1,Enhanced Monitoring
22,53832,MORTGAGE,2.0,MEDICAL,C,11700,12.87,0,0.22,N,2,53832.0,11700.0,50K-75K,18-25,10K-15K,12%-16%,0,0,0,0,2,1,2,2,0,1,2,10,High,1,1,Enhanced Monitoring
26,71000,RENT,0.0,MEDICAL,B,11600,10.99,0,0.16,N,2,71000.0,11600.0,50K-75K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,1,1,0,2,2,10,High,1,1,Enhanced Monitoring
26,39672,MORTGAGE,10.0,PERSONAL,D,11500,15.7,0,0.29,N,4,39672.0,11500.0,30K-50K,26-35,10K-15K,12%-16%,0,0,0,0,4,1,2,2,0,0,1,10,High,1,1,Enhanced Monitoring
30,36000,MORTGAGE,4.0,PERSONAL,C,11500,13.57,0,0.32,N,8,36000.0,11500.0,30K-50K,26-35,10K-15K,12%-16%,0,1,0,0,2,1,4,2,0,1,0,10,High,1,1,Enhanced Monitoring
37,39600,RENT,2.0,PERSONAL,C,11500,13.48,0,0.29,N,15,39600.0,11500.0,30K-50K,36-45,10K-15K,12%-16%,0,0,0,0,2,3,2,2,0,1,0,10,High,1,1,Enhanced Monitoring
22,28800,MORTGAGE,0.0,VENTURE,B,11500,10.99,0,0.4,N,3,28800.0,11500.0,<30K,18-25,10K-15K,8%-12%,0,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Enhanced Monitoring
26,41784,RENT,0.0,EDUCATION,B,11500,10.95,0,0.28,N,4,41784.0,11500.0,30K-50K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
27,30000,RENT,6.0,VENTURE,B,11500,10.36,1,0.38,N,7,30000.0,11500.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
24,24000,RENT,0.0,EDUCATION,A,11500,7.51,1,0.48,N,3,24000.0,11500.0,<30K,18-25,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
26,34100,RENT,0.0,DEBTCONSOLIDATION,A,11500,6.62,1,0.34,N,3,34100.0,11500.0,30K-50K,26-35,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
21,29000,RENT,5.0,DEBTCONSOLIDATION,B,11325,9.91,1,0.39,N,3,29000.0,11325.0,<30K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
26,41892,RENT,8.0,EDUCATION,C,11300,13.22,0,0.27,N,4,41892.0,11300.0,30K-50K,26-35,10K-15K,12%-16%,0,0,0,0,2,3,2,2,0,0,1,10,High,1,1,Enhanced Monitoring
23,36000,MORTGAGE,7.0,EDUCATION,B,11300,12.69,0,0.31,N,2,36000.0,11300.0,30K-50K,18-25,10K-15K,12%-16%,0,1,0,0,1,1,4,2,0,0,2,10,High,1,1,Enhanced Monitoring
29,42000,RENT,1.0,MEDICAL,B,11300,9.99,0,0.27,N,5,42000.0,11300.0,30K-50K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
28,31000,MORTGAGE,0.0,VENTURE,B,11300,9.91,0,0.36,N,5,31000.0,11300.0,30K-50K,26-35,10K-15K,8%-12%,0,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Enhanced Monitoring
36,40000,RENT,2.0,EDUCATION,C,11250,14.27,0,0.28,N,12,40000.0,11250.0,30K-50K,36-45,10K-15K,12%-16%,0,0,0,0,2,3,2,2,0,1,0,10,High,1,1,Enhanced Monitoring
32,63800,RENT,6.0,HOMEIMPROVEMENT,D,11200,14.74,0,0.18,N,8,63800.0,11200.0,50K-75K,26-35,10K-15K,12%-16%,0,0,0,0,4,3,1,2,0,0,0,10,High,1,1,Enhanced Monitoring
30,46000,OWN,10.0,HOMEIMPROVEMENT,C,11200,14.27,0,0.24,Y,10,46000.0,11200.0,30K-50K,26-35,10K-15K,12%-16%,0,0,1,0,2,0,2,2,4,0,0,10,High,1,1,Enhanced Monitoring
21,33280,MORTGAGE,5.0,VENTURE,C,11200,13.92,1,0.34,N,4,33280.0,11200.0,30K-50K,18-25,10K-15K,12%-16%,1,1,0,0,2,1,4,2,0,0,1,10,High,1,1,Priority Review
52,36000,RENT,8.0,DEBTCONSOLIDATION,B,11200,12.18,1,0.31,N,29,36000.0,11200.0,30K-50K,46-60,10K-15K,12%-16%,1,1,0,0,1,3,4,2,0,0,0,10,High,1,1,Priority Review
26,29000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11200,11.14,1,0.39,N,4,29000.0,11200.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Priority Review
25,80000,RENT,0.0,MEDICAL,B,11200,10.99,0,0.14,N,2,80000.0,11200.0,75K-100K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,1,1,0,2,2,10,High,1,1,Enhanced Monitoring
23,60000,RENT,0.0,EDUCATION,C,11200,10.78,0,0.19,N,3,60000.0,11200.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,2,3,1,1,0,2,1,10,High,1,1,Enhanced Monitoring
23,45000,RENT,2.0,PERSONAL,B,11200,10.59,0,0.25,N,2,45000.0,11200.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
29,34900,RENT,2.0,MEDICAL,B,11200,9.99,1,0.32,N,10,34900.0,11200.0,30K-50K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
22,30000,RENT,1.0,PERSONAL,A,11100,6.62,1,0.37,N,4,30000.0,11100.0,<30K,18-25,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
23,55000,MORTGAGE,0.0,EDUCATION,C,11075,13.49,0,0.2,N,3,55000.0,11075.0,50K-75K,18-25,10K-15K,12%-16%,0,0,0,0,2,1,2,2,0,2,1,10,High,1,1,Enhanced Monitoring
28,69996,RENT,1.0,VENTURE,C,11000,13.79,0,0.16,N,8,69996.0,11000.0,50K-75K,26-35,10K-15K,12%-16%,0,0,0,0,2,3,1,2,0,2,0,10,High,1,1,Enhanced Monitoring
52,48000,RENT,3.0,MEDICAL,C,11000,12.73,0,0.23,N,22,48000.0,11000.0,30K-50K,46-60,10K-15K,12%-16%,0,0,0,0,2,3,2,2,0,1,0,10,High,1,1,Enhanced Monitoring
22,71200,RENT,2.0,VENTURE,B,11000,12.42,0,0.15,N,2,71200.0,11000.0,50K-75K,18-25,10K-15K,12%-16%,0,0,0,0,1,3,1,2,0,1,2,10,High,1,1,Enhanced Monitoring
22,41000,RENT,2.0,DEBTCONSOLIDATION,B,11000,12.18,0,0.27,N,4,41000.0,11000.0,30K-50K,18-25,10K-15K,12%-16%,0,0,0,0,1,3,2,2,0,1,1,10,High,1,1,Enhanced Monitoring
24,29232,MORTGAGE,1.0,PERSONAL,B,11000,11.71,1,0.38,N,4,29232.0,11000.0,<30K,18-25,10K-15K,8%-12%,1,1,0,0,1,1,4,1,0,2,1,10,High,1,1,Priority Review
22,42000,RENT,3.0,PERSONAL,B,11000,11.71,0,0.26,N,2,42000.0,11000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
22,45504,RENT,2.0,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,N,2,45504.0,11000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
22,46000,RENT,3.0,DEBTCONSOLIDATION,B,11000,10.59,0,0.24,N,2,46000.0,11000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
27,30000,RENT,8.0,PERSONAL,B,11000,9.91,1,0.37,N,6,30000.0,11000.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
25,45000,RENT,2.0,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,N,2,45000.0,11000.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
25,29000,RENT,9.0,PERSONAL,A,11000,8.49,1,0.38,N,2,29000.0,11000.0,<30K,18-25,10K-15K,8%-12%,1,1,0,0,0,3,4,1,0,0,2,10,High,1,1,Priority Review
44,35000,RENT,4.0,DEBTCONSOLIDATION,B,10825,10.65,1,0.31,N,12,35000.0,10825.0,30K-50K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
23,115000,RENT,0.0,PERSONAL,C,10800,14.65,0,0.09,N,4,115000.0,10800.0,100K+,18-25,10K-15K,12%-16%,0,0,0,0,2,3,0,2,0,2,1,10,High,1,1,Enhanced Monitoring
34,29000,RENT,0.0,HOMEIMPROVEMENT,A,10800,9.63,1,0.37,N,10,29000.0,10800.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,0,3,4,1,0,2,0,10,High,1,1,Priority Review
23,55000,RENT,2.0,MEDICAL,B,10800,8.88,0,0.2,N,2,55000.0,10800.0,50K-75K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
23,30000,RENT,6.0,EDUCATION,B,10775,10.65,1,0.36,N,4,30000.0,10775.0,<30K,18-25,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,0,1,10,High,1,1,Priority Review
27,24960,RENT,3.0,DEBTCONSOLIDATION,B,10750,10.25,1,0.43,N,10,24960.0,10750.0,<30K,26-35,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
24,45000,MORTGAGE,0.0,EDUCATION,C,10625,14.27,1,0.24,N,4,45000.0,10625.0,30K-50K,18-25,10K-15K,12%-16%,1,0,0,0,2,1,2,2,0,2,1,10,High,1,1,Priority Review
40,30000,RENT,2.0,VENTURE,B,10625,10.99,1,0.35,N,17,30000.0,10625.0,<30K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
40,30000,RENT,2.0,VENTURE,B,10625,10.99,1,0.35,N,13,30000.0,10625.0,<30K,36-45,10K-15K,8%-12%,1,1,0,0,1,3,4,1,0,1,0,10,High,1,1,Priority Review
29,35000,RENT,1.0,PERSONAL,A,10625,7.9,0,0.3,N,6,35000.0,10625.0,30K-50K,26-35,10K-15K,<8%,0,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Enhanced Monitoring
25,24000,RENT,2.0,MEDICAL,A,10625,6.03,1,0.44,N,2,24000.0,10625.0,<30K,18-25,10K-15K,<8%,1,1,0,0,0,3,4,0,0,1,2,10,High,1,1,Priority Review
33,65600,RENT,4.0,PERSONAL,C,10600,12.99,0,0.16,N,7,65600.0,10600.0,50K-75K,26-35,10K-15K,12%-16%,0,0,0,0,2,3,1,2,0,1,1,10,High,1,1,Enhanced Monitoring
31,351699,RENT,7.0,VENTURE,D,10500,15.7,0,0.03,N,6,225000.0,10500.0,100K+,26-35,10K-15K,12%-16%,0,0,0,0,4,3,0,2,0,0,1,10,High,1,1,Enhanced Monitoring
28,40000,RENT,6.0,EDUCATION,C,10500,14.27,0,0.26,N,6,40000.0,10500.0,30K-50K,26-35,10K-15K,12%-16%,0,0,0,0,2,3,2,2,0,0,1,10,High,1,1,Enhanced Monitoring
23,55008,OWN,5.0,MEDICAL,C,10500,13.16,0,0.19,Y,4,55008.0,10500.0,50K-75K,18-25,10K-15K,12%-16%,0,0,1,0,2,0,1,2,4,0,1,10,High,1,1,Enhanced Monitoring
38,51504,RENT,3.0,VENTURE,C,10500,12.53,0,0.2,N,17,51504.0,10500.0,50K-75K,36-45,10K-15K,12%-16%,0,0,0,0,2,3,2,2,0,1,0,10,High,1,1,Enhanced Monitoring
33,53796,RENT,1.0,DEBTCONSOLIDATION,B,10500,11.14,0,0.2,N,6,53796.0,10500.0,50K-75K,26-35,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
22,49000,RENT,1.0,HOMEIMPROVEMENT,A,10500,9.38,1,0.21,N,2,49000.0,10500.0,30K-50K,18-25,10K-15K,8%-12%,1,0,0,0,0,3,2,1,0,2,2,10,High,1,1,Priority Review
31,84000,MORTGAGE,2.0,EDUCATION,D,10400,14.96,0,0.12,N,7,84000.0,10400.0,75K-100K,26-35,10K-15K,12%-16%,0,0,0,0,4,1,1,2,0,1,1,10,High,1,1,Enhanced Monitoring
24,44000,RENT,4.0,DEBTCONSOLIDATION,B,10400,12.69,0,0.24,N,4,44000.0,10400.0,30K-50K,18-25,10K-15K,12%-16%,0,0,0,0,1,3,2,2,0,1,1,10,High,1,1,Enhanced Monitoring
23,41004,RENT,2.0,PERSONAL,B,10400,12.53,0,0.25,N,4,41004.0,10400.0,30K-50K,18-25,10K-15K,12%-16%,0,0,0,0,1,3,2,2,0,1,1,10,High,1,1,Enhanced Monitoring
21,42000,RENT,0.0,DEBTCONSOLIDATION,B,10400,11.49,0,0.25,N,4,42000.0,10400.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,2,1,10,High,1,1,Enhanced Monitoring
27,30456,RENT,0.0,VENTURE,A,10400,6.91,1,0.34,N,6,30456.0,10400.0,30K-50K,26-35,10K-15K,<8%,1,1,0,0,0,3,4,0,0,2,1,10,High,1,1,Priority Review
21,45000,RENT,3.0,EDUCATION,B,10300,10.59,0,0.23,N,2,45000.0,10300.0,30K-50K,18-25,10K-15K,8%-12%,0,0,0,0,1,3,2,1,0,1,2,10,High,1,1,Enhanced Monitoring
