person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_capped,loan_amnt_capped,income_band,age_band,loan_amount_band,interest_rate_band,default_flag,high_loan_to_income_flag,previous_default_flag,high_interest_flag
28,36000,RENT,0.0,DEBTCONSOLIDATION,B,10000,11.11,0,0.28,N,5,36000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
27,30000,RENT,4.0,EDUCATION,B,10000,10.74,1,0.33,N,10,30000.0,10000.0,<30k,26-35,5k-10k,8%-12%,1,1,0,0
34,69500,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.22,N,6,69500.0,15000.0,50k-75k,26-35,10k-15k,8%-12%,0,0,0,0
27,69500,MORTGAGE,11.0,MEDICAL,A,14750,7.49,0,0.21,N,9,69500.0,14750.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
27,30000,RENT,1.0,HOMEIMPROVEMENT,D,10000,15.31,1,0.33,Y,6,30000.0,10000.0,<30k,26-35,5k-10k,12%-16%,1,1,1,0
27,36000,RENT,3.0,PERSONAL,E,10000,17.19,0,0.28,Y,7,36000.0,10000.0,30k-50k,26-35,5k-10k,16%-20%,0,0,1,1
27,69592,MORTGAGE,4.0,MEDICAL,B,6500,10.74,0,0.09,N,10,69592.0,6500.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
35,63600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,12.42,1,0.08,N,6,63600.0,4800.0,50k-75k,26-35,<5k,12%-16%,1,0,0,0
33,69600,MORTGAGE,17.0,PERSONAL,B,16000,11.99,0,0.23,N,8,69600.0,16000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
28,36000,RENT,13.0,MEDICAL,A,10000,8.59,0,0.28,N,9,36000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
27,69638,MORTGAGE,5.0,EDUCATION,B,16725,10.74,0,0.24,N,9,69638.0,16725.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
27,69830,OWN,3.0,EDUCATION,E,15000,16.45,0,0.21,Y,5,69830.0,15000.0,50k-75k,26-35,10k-15k,16%-20%,0,0,1,1
32,69900,MORTGAGE,16.0,PERSONAL,B,18000,11.49,0,0.26,N,8,69900.0,18000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
31,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.42,1,0.33,N,9,30000.0,10000.0,<30k,26-35,5k-10k,12%-16%,1,1,0,0
28,69900,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.17,N,10,69900.0,12000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
33,69930,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6300,7.14,0,0.09,N,10,69930.0,6300.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,69936,MORTGAGE,11.0,DEBTCONSOLIDATION,A,8000,7.66,0,0.11,N,10,69936.0,8000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,69960,MORTGAGE,3.0,PERSONAL,A,10000,7.49,0,0.14,N,9,69960.0,10000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
33,69996,MORTGAGE,11.0,MEDICAL,B,3200,9.99,0,0.05,N,8,69996.0,3200.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
30,36996,RENT,5.0,EDUCATION,A,10000,8.9,0,0.27,N,6,36996.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
30,37000,RENT,2.0,VENTURE,A,10000,7.88,0,0.27,N,6,37000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
29,37000,RENT,1.0,MEDICAL,C,10000,12.53,0,0.27,N,5,37000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
29,69996,MORTGAGE,11.0,EDUCATION,A,3400,6.39,0,0.05,N,6,69996.0,3400.0,50k-75k,26-35,<5k,<8%,0,0,0,0
27,69996,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,10.75,0,0.09,N,10,69996.0,6000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
32,37965,RENT,3.0,PERSONAL,A,10000,9.63,0,0.26,N,6,37965.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
30,69996,OWN,14.0,VENTURE,C,6000,14.26,0,0.09,N,8,69996.0,6000.0,50k-75k,26-35,5k-10k,12%-16%,0,0,0,0
28,69996,MORTGAGE,1.0,HOMEIMPROVEMENT,B,7200,11.83,0,0.1,N,10,69996.0,7200.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
28,38000,RENT,0.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.26,N,7,38000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
30,69996,MORTGAGE,14.0,PERSONAL,B,11250,12.21,0,0.16,N,10,69996.0,11250.0,50k-75k,26-35,10k-15k,12%-16%,0,0,0,0
33,64000,MORTGAGE,8.0,VENTURE,C,12000,13.48,1,0.19,N,9,64000.0,12000.0,50k-75k,26-35,10k-15k,12%-16%,1,0,0,0
27,38000,RENT,0.0,VENTURE,B,10000,9.76,0,0.26,N,5,38000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
35,38004,RENT,4.0,MEDICAL,B,10000,9.99,0,0.26,N,7,38004.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
28,38004,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.26,N,7,38004.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
31,70000,MORTGAGE,9.0,MEDICAL,A,18000,8.9,0,0.26,N,10,70000.0,18000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
30,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.14,N,7,70000.0,10000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,18000,10.99,0,0.26,N,7,70000.0,18000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
27,38400,RENT,5.0,MEDICAL,C,10000,15.23,0,0.26,Y,7,38400.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,1,0
34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0,0.26,N,6,38400.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
27,70000,MORTGAGE,11.0,PERSONAL,C,3000,13.48,0,0.04,Y,8,70000.0,3000.0,50k-75k,26-35,<5k,12%-16%,0,0,1,0
27,70000,MORTGAGE,9.0,EDUCATION,A,16000,7.9,0,0.23,N,7,70000.0,16000.0,50k-75k,26-35,15k-25k,<8%,0,0,0,0
31,70000,MORTGAGE,0.0,MEDICAL,A,3000,8.9,0,0.04,N,8,70000.0,3000.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
32,38400,RENT,1.0,VENTURE,B,10000,10.39,0,0.26,N,10,38400.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
30,70000,MORTGAGE,4.0,MEDICAL,B,10200,12.42,0,0.15,N,6,70000.0,10200.0,50k-75k,26-35,10k-15k,12%-16%,0,0,0,0
30,70000,MORTGAGE,9.0,MEDICAL,A,7000,8.9,0,0.1,N,9,70000.0,7000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
28,70000,OWN,6.0,VENTURE,D,14000,16.29,0,0.2,Y,8,70000.0,14000.0,50k-75k,26-35,10k-15k,16%-20%,0,0,1,1
28,70000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0,0.21,N,10,70000.0,15000.0,50k-75k,26-35,10k-15k,12%-16%,0,0,0,0
35,39000,RENT,2.0,MEDICAL,B,10000,10.25,0,0.26,N,5,39000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
28,70000,MORTGAGE,7.0,EDUCATION,A,8000,6.62,0,0.11,N,5,70000.0,8000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
34,70000,MORTGAGE,6.0,EDUCATION,E,22000,19.91,0,0.31,Y,8,70000.0,22000.0,50k-75k,26-35,15k-25k,16%-20%,0,1,1,1
34,39312,RENT,5.0,PERSONAL,D,10000,15.7,0,0.25,N,7,39312.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
32,70000,MORTGAGE,8.0,PERSONAL,C,1800,14.65,0,0.03,Y,6,70000.0,1800.0,50k-75k,26-35,<5k,12%-16%,0,0,1,0
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,N,10,70000.0,5200.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,N,8,70000.0,29800.0,50k-75k,26-35,25k+,12%-16%,0,1,0,0
27,39996,RENT,3.0,PERSONAL,D,10000,15.37,0,0.25,Y,8,39996.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,1,0
29,70000,MORTGAGE,11.0,EDUCATION,C,6000,14.27,0,0.09,Y,7,70000.0,6000.0,50k-75k,26-35,5k-10k,12%-16%,0,0,1,0
27,40000,RENT,4.0,VENTURE,D,10000,15.31,0,0.25,N,7,40000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10,70000.0,12000.0,50k-75k,26-35,10k-15k,8%-12%,0,0,0,0
27,70000,MORTGAGE,8.0,VENTURE,B,12000,9.91,0,0.17,N,6,70000.0,12000.0,50k-75k,26-35,10k-15k,8%-12%,0,0,0,0
27,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5500,13.49,0,0.08,Y,10,70000.0,5500.0,50k-75k,26-35,5k-10k,12%-16%,0,0,1,0
31,70000,MORTGAGE,11.0,VENTURE,A,4500,7.9,0,0.06,N,8,70000.0,4500.0,50k-75k,26-35,<5k,<8%,0,0,0,0
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,10.99,0,0.18,N,7,70000.0,12800.0,50k-75k,26-35,10k-15k,8%-12%,0,0,0,0
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.07,N,8,70000.0,5000.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
28,40000,RENT,0.0,EDUCATION,B,10000,12.42,0,0.25,N,5,40000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0,0.11,N,5,70000.0,8000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
30,40000,RENT,11.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.25,N,5,40000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
28,70000,MORTGAGE,2.0,VENTURE,A,5600,6.62,0,0.08,N,5,70000.0,5600.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,34000,RENT,3.0,MEDICAL,D,10000,16.77,1,0.29,N,7,34000.0,10000.0,30k-50k,26-35,5k-10k,16%-20%,1,0,0,1
34,70000,MORTGAGE,5.0,VENTURE,C,4600,14.79,0,0.07,N,7,70000.0,4600.0,50k-75k,26-35,<5k,12%-16%,0,0,0,0
29,70000,OWN,13.0,PERSONAL,D,25000,15.62,0,0.36,Y,9,70000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,0,1,1,0
27,34000,RENT,3.0,VENTURE,C,10000,13.49,1,0.29,N,10,34000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,0,0
33,70000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3700,5.99,0,0.05,N,6,70000.0,3700.0,50k-75k,26-35,<5k,<8%,0,0,0,0
27,70000,MORTGAGE,11.0,PERSONAL,A,5600,5.42,0,0.08,N,7,70000.0,5600.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,24000,5.99,0,0.34,N,5,70000.0,24000.0,50k-75k,26-35,15k-25k,<8%,0,1,0,0
33,70000,OWN,17.0,VENTURE,A,24000,7.49,0,0.34,N,6,70000.0,24000.0,50k-75k,26-35,15k-25k,<8%,0,1,0,0
29,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.06,N,9,70000.0,4200.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
35,70000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.29,N,10,70000.0,20000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
30,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,10000,16.89,0,0.14,Y,5,70000.0,10000.0,50k-75k,26-35,5k-10k,16%-20%,0,0,1,1
27,54400,MORTGAGE,11.0,MEDICAL,D,3000,15.31,1,0.05,Y,5,54400.0,3000.0,50k-75k,26-35,<5k,12%-16%,1,0,1,0
27,70000,MORTGAGE,11.0,PERSONAL,A,3000,5.42,0,0.04,N,7,70000.0,3000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
32,70000,OWN,12.0,VENTURE,A,3000,7.49,0,0.04,N,5,70000.0,3000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
33,34000,RENT,4.0,MEDICAL,D,10000,15.33,1,0.29,Y,8,34000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,1,0
34,70000,OWN,0.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.14,N,9,70000.0,10000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
27,40000,RENT,4.0,PERSONAL,D,10000,15.31,0,0.25,Y,6,40000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,1,0
27,40000,RENT,10.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.25,N,5,40000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
29,70000,MORTGAGE,13.0,MEDICAL,A,10000,6.99,0,0.14,N,5,70000.0,10000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.29,N,6,34000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,0,0
32,70000,MORTGAGE,7.0,PERSONAL,A,6000,5.42,0,0.09,N,6,70000.0,6000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,34000,RENT,0.0,PERSONAL,D,10000,15.37,1,0.29,Y,5,34000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,1,0
28,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.11,N,9,70000.0,8000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
28,54400,MORTGAGE,12.0,MEDICAL,C,18000,12.99,1,0.28,Y,8,54400.0,18000.0,50k-75k,26-35,15k-25k,12%-16%,1,0,1,0
31,70000,MORTGAGE,9.0,MEDICAL,A,6000,7.49,0,0.09,N,7,70000.0,6000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.21,N,8,70000.0,15000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
29,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,11.14,0,0.12,N,10,70000.0,8500.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
27,70000,MORTGAGE,0.0,MEDICAL,B,33000,10.99,0,0.47,N,7,70000.0,29800.0,50k-75k,26-35,25k+,8%-12%,0,1,0,0
29,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.29,N,8,70000.0,20000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
31,40000,RENT,2.0,VENTURE,C,10000,11.41,0,0.25,N,5,40000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
27,40992,RENT,0.0,MEDICAL,C,10000,14.27,0,0.24,Y,6,40992.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,1,0
32,70000,MORTGAGE,5.0,VENTURE,A,14000,7.49,0,0.2,N,10,70000.0,14000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
28,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.07,N,7,70000.0,5000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
34,41300,RENT,18.0,EDUCATION,C,10000,13.48,0,0.24,Y,6,41300.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,1,0
27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6,41500.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,1,0
29,70000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,7.66,0,0.1,N,10,70000.0,7000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,9.63,0,0.04,N,9,70000.0,3000.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
27,54400,MORTGAGE,4.0,MEDICAL,D,15000,15.65,1,0.23,Y,9,54400.0,15000.0,50k-75k,26-35,10k-15k,12%-16%,1,0,1,0
34,70000,MORTGAGE,5.0,VENTURE,A,6000,7.49,0,0.09,N,6,70000.0,6000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
30,42000,RENT,4.0,MEDICAL,C,10000,16.11,0,0.24,N,9,42000.0,10000.0,30k-50k,26-35,5k-10k,16%-20%,0,0,0,1
32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0,0.06,N,5,70000.0,4000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,25000,7.66,0,0.36,N,5,70000.0,25000.0,50k-75k,26-35,15k-25k,<8%,0,1,0,0
29,70000,MORTGAGE,0.0,EDUCATION,A,8000,7.49,0,0.11,N,9,70000.0,8000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
31,54400,MORTGAGE,1.0,MEDICAL,D,27050,14.54,1,0.42,N,7,54400.0,27050.0,50k-75k,26-35,25k+,12%-16%,1,1,0,0
30,42000,RENT,4.0,VENTURE,A,10000,7.49,0,0.24,N,9,42000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
30,42000,RENT,2.0,MEDICAL,A,10000,7.49,0,0.24,N,7,42000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
27,42000,RENT,1.0,EDUCATION,A,10000,7.49,0,0.24,N,8,42000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
28,42000,RENT,12.0,EDUCATION,A,10000,9.32,0,0.24,N,9,42000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
28,42500,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.24,N,6,42500.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
27,43000,RENT,11.0,MEDICAL,B,10000,12.42,0,0.23,N,9,43000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
34,70000,MORTGAGE,14.0,PERSONAL,E,14000,16.4,0,0.2,N,6,70000.0,14000.0,50k-75k,26-35,10k-15k,16%-20%,0,0,0,1
28,70000,OWN,4.0,PERSONAL,D,25000,15.57,0,0.36,N,9,70000.0,25000.0,50k-75k,26-35,15k-25k,12%-16%,0,1,0,0
31,70000,MORTGAGE,4.0,MEDICAL,A,12000,6.91,0,0.17,N,7,70000.0,12000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
31,70000,MORTGAGE,3.0,PERSONAL,A,8400,6.91,0,0.12,N,9,70000.0,8400.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,70000,OWN,2.0,HOMEIMPROVEMENT,B,2250,10.36,0,0.03,N,7,70000.0,2250.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
27,70000,MORTGAGE,8.0,MEDICAL,A,1300,5.79,0,0.02,N,9,70000.0,1300.0,50k-75k,26-35,<5k,<8%,0,0,0,0
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,1000,6.54,0,0.01,N,5,70000.0,1000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
27,43080,RENT,7.0,PERSONAL,C,10000,13.98,0,0.23,N,9,43080.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
34,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,5,70000.0,20000.0,50k-75k,26-35,15k-25k,<8%,0,0,0,0
27,43200,RENT,4.0,EDUCATION,A,10000,7.49,0,0.23,N,10,43200.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
27,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8000,14.46,0,0.11,N,7,70000.0,8000.0,50k-75k,26-35,5k-10k,12%-16%,0,0,0,0
31,43288,RENT,7.0,MEDICAL,B,10000,10.74,0,0.23,N,5,43288.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
31,70000,MORTGAGE,5.0,EDUCATION,A,4000,6.54,0,0.06,N,7,70000.0,4000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
33,43337,RENT,17.0,PERSONAL,A,10000,6.92,0,0.23,N,6,43337.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
29,70000,OWN,13.0,VENTURE,A,13000,6.91,0,0.19,N,8,70000.0,13000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10200,6.91,0,0.15,N,8,70000.0,10200.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
27,44000,RENT,12.0,MEDICAL,D,10000,16.77,0,0.23,N,9,44000.0,10000.0,30k-50k,26-35,5k-10k,16%-20%,0,0,0,1
30,54400,MORTGAGE,3.0,MEDICAL,A,23500,6.91,1,0.37,N,7,54400.0,23500.0,50k-75k,26-35,15k-25k,<8%,1,1,0,0
33,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,14000,12.61,0,0.2,Y,10,70000.0,14000.0,50k-75k,26-35,10k-15k,12%-16%,0,0,1,0
35,44000,RENT,8.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.23,N,6,44000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
35,38469,RENT,0.0,HOMEIMPROVEMENT,C,10000,12.23,1,0.26,Y,7,38469.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,1,0
29,45000,RENT,4.0,VENTURE,B,10000,12.42,0,0.22,N,7,45000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
32,70000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.13,N,10,70000.0,9000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
30,70000,MORTGAGE,15.0,PERSONAL,A,12250,7.51,0,0.17,N,6,70000.0,12250.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
30,45000,RENT,5.0,PERSONAL,A,10000,7.51,0,0.22,N,7,45000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
34,45000,RENT,4.0,VENTURE,B,10000,11.71,0,0.22,N,10,45000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
31,45000,RENT,4.0,EDUCATION,B,10000,10.65,0,0.22,N,5,45000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
28,64000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.09,Y,9,64000.0,6000.0,50k-75k,26-35,5k-10k,16%-20%,1,0,1,1
28,70000,MORTGAGE,7.0,MEDICAL,A,4000,6.39,0,0.06,N,8,70000.0,4000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
28,45000,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.22,N,6,45000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
32,70000,OWN,1.0,MEDICAL,A,14400,7.88,0,0.21,N,10,70000.0,14400.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
30,70000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,10000,10.75,0,0.14,N,6,70000.0,10000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
29,45000,RENT,7.0,MEDICAL,B,10000,10.99,0,0.22,N,5,45000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
29,70000,MORTGAGE,7.0,MEDICAL,B,4000,11.86,0,0.06,N,5,70000.0,4000.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
28,70000,OWN,7.0,VENTURE,B,8000,11.49,0,0.11,N,9,70000.0,8000.0,50k-75k,26-35,5k-10k,8%-12%,0,0,0,0
31,70000,MORTGAGE,3.0,PERSONAL,A,8000,7.88,0,0.11,N,5,70000.0,8000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
27,45000,RENT,1.0,EDUCATION,C,10000,13.48,0,0.22,N,9,45000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,0,0
33,54400,MORTGAGE,2.0,MEDICAL,B,5000,11.86,1,0.08,N,9,54400.0,5000.0,50k-75k,26-35,<5k,8%-12%,1,0,0,0
35,45000,RENT,2.0,VENTURE,B,10000,10.36,0,0.22,N,5,45000.0,10000.0,30k-50k,26-35,5k-10k,8%-12%,0,0,0,0
29,70000,MORTGAGE,1.0,EDUCATION,B,20000,9.88,0,0.29,N,10,70000.0,20000.0,50k-75k,26-35,15k-25k,8%-12%,0,0,0,0
28,70000,MORTGAGE,12.0,PERSONAL,A,3000,6.39,0,0.04,N,8,70000.0,3000.0,50k-75k,26-35,<5k,<8%,0,0,0,0
30,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.21,Y,6,70000.0,15000.0,50k-75k,26-35,10k-15k,12%-16%,0,0,1,0
28,39000,RENT,6.0,MEDICAL,D,10000,14.96,1,0.26,N,6,39000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,0,0
31,64000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,10.62,1,0.39,N,5,64000.0,25000.0,50k-75k,26-35,15k-25k,8%-12%,1,1,0,0
27,45000,RENT,9.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.22,N,5,45000.0,10000.0,30k-50k,26-35,5k-10k,<8%,0,0,0,0
27,45000,RENT,4.0,MEDICAL,C,10000,14.22,0,0.22,Y,6,45000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,0,0,1,0
35,39000,RENT,2.0,MEDICAL,C,10000,13.16,1,0.26,N,6,39000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,0,0
30,70000,MORTGAGE,14.0,MEDICAL,A,6000,7.49,0,0.09,N,7,70000.0,6000.0,50k-75k,26-35,5k-10k,<8%,0,0,0,0
28,54400,MORTGAGE,6.0,MEDICAL,D,5000,16.07,1,0.08,N,8,54400.0,5000.0,50k-75k,26-35,<5k,16%-20%,1,0,0,1
29,39000,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.11,1,0.26,Y,7,39000.0,10000.0,30k-50k,26-35,5k-10k,12%-16%,1,0,1,0
31,70000,MORTGAGE,2.0,MEDICAL,B,4625,10.62,0,0.07,N,6,70000.0,4625.0,50k-75k,26-35,<5k,8%-12%,0,0,0,0
31,70000,MORTGAGE,16.0,VENTURE,A,14000,7.88,0,0.2,N,10,70000.0,14000.0,50k-75k,26-35,10k-15k,<8%,0,0,0,0
