person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,credit_risk_score,credit_risk_level,predicted_default_probability,model_risk_band,review_priority
22,108000,RENT,HOMEIMPROVEMENT,D,24150,14.96,0.22,Y,18,Very High,0.8428812967054116,75%+,Priority Review
36,36000,OWN,MEDICAL,D,10000,16.29,0.28,Y,15,Very High,0.8427994342499475,75%+,Priority Review
22,38000,MORTGAGE,MEDICAL,A,18000,8.9,0.47,N,9,Medium,0.8427617793145189,75%+,Priority Review
37,40000,RENT,MEDICAL,B,12000,9.91,0.3,N,11,High,0.8427021351333741,75%+,Priority Review
22,35000,RENT,PERSONAL,B,12000,10.99,0.34,N,12,High,0.8426844491789061,75%+,Priority Review
27,44000,RENT,MEDICAL,B,15000,11.48,0.34,N,11,High,0.8426744403523765,75%+,Priority Review
28,33000,RENT,DEBTCONSOLIDATION,A,13000,7.9,0.39,N,9,Medium,0.842657164338324,75%+,Priority Review
21,24000,RENT,EDUCATION,A,10000,7.49,0.42,N,9,Medium,0.8426543837278293,75%+,Priority Review
25,52000,RENT,PERSONAL,B,24000,10.74,0.46,N,12,High,0.8424707142459582,75%+,Priority Review
25,78000,MORTGAGE,DEBTCONSOLIDATION,D,8000,16.0,0.1,N,12,High,0.842443053957773,75%+,Priority Review
22,16800,MORTGAGE,DEBTCONSOLIDATION,C,4750,13.85,0.28,Y,14,High,0.8424404761436697,75%+,Priority Review
21,28000,RENT,DEBTCONSOLIDATION,C,6625,13.06,0.24,N,12,High,0.8423218056929007,75%+,Priority Review
24,29232,MORTGAGE,PERSONAL,B,11000,11.71,0.38,N,10,High,0.8423160584861658,75%+,Priority Review
31,80000,RENT,EDUCATION,E,13750,16.7,0.17,N,14,High,0.8423084266736484,75%+,Priority Review
23,72000,RENT,DEBTCONSOLIDATION,D,3000,16.89,0.04,Y,16,Very High,0.8423054830624499,75%+,Priority Review
26,51996,MORTGAGE,MEDICAL,E,6500,15.68,0.13,N,11,High,0.8422823417529843,75%+,Priority Review
29,7200,RENT,VENTURE,B,2200,9.91,0.31,N,10,High,0.8422719595026292,75%+,Priority Review
35,40000,RENT,VENTURE,D,7000,16.07,0.17,Y,17,Very High,0.8422632906753493,75%+,Priority Review
33,58344,RENT,VENTURE,D,11975,16.29,0.21,Y,17,Very High,0.8422342993314268,75%+,Priority Review
25,19200,RENT,MEDICAL,B,5000,10.99,0.26,N,10,High,0.8421642873863316,75%+,Priority Review
29,42000,RENT,DEBTCONSOLIDATION,D,3500,12.67,0.08,N,10,High,0.8421491881261178,75%+,Priority Review
27,37000,OWN,VENTURE,D,16750,15.33,0.45,Y,16,Very High,0.8421377617410322,75%+,Priority Review
28,29000,RENT,MEDICAL,C,8000,13.11,0.28,Y,15,Very High,0.8420936693080677,75%+,Priority Review
24,70000,RENT,VENTURE,E,20000,14.88,0.29,N,13,High,0.8420363334915095,75%+,Priority Review
25,56400,RENT,DEBTCONSOLIDATION,D,3500,15.62,0.06,N,11,High,0.8419407292732609,75%+,Priority Review
26,71400,RENT,MEDICAL,D,16000,15.31,0.19,Y,15,Very High,0.8418943975770119,75%+,Priority Review
21,28800,RENT,EDUCATION,B,9600,10.37,0.33,N,12,High,0.8418398758743486,75%+,Priority Review
34,51600,MORTGAGE,VENTURE,E,12000,17.88,0.23,N,13,High,0.841727875297112,75%+,Priority Review
34,19200,RENT,PERSONAL,C,5500,15.23,0.29,Y,15,Very High,0.8417228991516796,75%+,Priority Review
36,40000,MORTGAGE,EDUCATION,D,4000,18.07,0.1,Y,14,High,0.8416288299995668,75%+,Priority Review
28,46400,RENT,DEBTCONSOLIDATION,C,14125,13.48,0.3,N,12,High,0.8415133538807951,75%+,Priority Review
25,78000,RENT,DEBTCONSOLIDATION,D,9600,14.11,0.12,Y,17,Very High,0.8415132874645171,75%+,Priority Review
26,63000,RENT,VENTURE,E,10000,16.4,0.16,Y,21,Very High,0.8414862245801987,75%+,Priority Review
30,70125,MORTGAGE,MEDICAL,D,25000,15.33,0.3,Y,16,Very High,0.8414780793540504,75%+,Priority Review
27,52000,RENT,MEDICAL,B,26000,10.99,0.5,N,9,Medium,0.8414746827327845,75%+,Priority Review
24,68000,RENT,MEDICAL,D,15000,15.58,0.19,Y,15,Very High,0.8414624056863629,75%+,Priority Review
23,55000,RENT,DEBTCONSOLIDATION,B,20000,12.53,0.36,N,12,High,0.8413204832240121,75%+,Priority Review
23,47000,RENT,DEBTCONSOLIDATION,B,17000,9.99,0.36,N,10,High,0.8413169675081614,75%+,Priority Review
22,30000,RENT,VENTURE,D,5000,15.21,0.17,Y,16,Very High,0.8412895069799396,75%+,Priority Review
22,66614,MORTGAGE,MEDICAL,E,11000,17.99,0.14,Y,17,Very High,0.8412742876752062,75%+,Priority Review
23,64000,MORTGAGE,DEBTCONSOLIDATION,D,12000,15.62,0.19,Y,15,Very High,0.8412520425336832,75%+,Priority Review
22,44004,MORTGAGE,EDUCATION,D,9000,14.11,0.2,N,11,High,0.8412465319944796,75%+,Priority Review
46,88400,MORTGAGE,MEDICAL,E,30000,18.39,0.29,N,14,High,0.8411560452489544,75%+,Priority Review
21,24000,RENT,VENTURE,D,2400,16.29,0.1,N,13,High,0.8411448510627073,75%+,Priority Review
36,36000,RENT,PERSONAL,A,16000,8.9,0.44,N,8,Medium,0.8411121376265384,75%+,Priority Review
29,126000,RENT,HOMEIMPROVEMENT,E,24250,16.7,0.19,Y,18,Very High,0.8411014259187085,75%+,Priority Review
33,66000,MORTGAGE,PERSONAL,D,20000,12.61,0.3,Y,17,Very High,0.8410563770635219,75%+,Priority Review
25,50000,RENT,EDUCATION,C,20000,13.43,0.4,N,13,High,0.841046167016021,75%+,Priority Review
28,41000,RENT,VENTURE,E,4000,18.64,0.1,Y,18,Very High,0.840987892505024,75%+,Priority Review
25,24000,MORTGAGE,PERSONAL,D,3500,15.58,0.15,Y,15,Very High,0.8409740383531322,75%+,Priority Review
24,83000,RENT,PERSONAL,D,25000,12.92,0.3,Y,18,Very High,0.8409291245245801,75%+,Priority Review
25,62500,RENT,VENTURE,D,12000,16.77,0.19,N,15,Very High,0.840867729628571,75%+,Priority Review
34,29004,RENT,EDUCATION,B,10000,11.83,0.34,N,10,High,0.8406703554921825,75%+,Priority Review
23,29004,RENT,DEBTCONSOLIDATION,D,1500,14.59,0.05,Y,15,Very High,0.840616327349708,75%+,Priority Review
29,44000,MORTGAGE,MEDICAL,A,24000,6.91,0.55,N,5,Low,0.8405875724152179,75%+,Priority Review
28,48000,RENT,MEDICAL,D,3500,15.21,0.07,Y,14,High,0.8405869932932715,75%+,Priority Review
25,54000,RENT,DEBTCONSOLIDATION,C,19000,13.48,0.35,Y,17,Very High,0.8405198962766202,75%+,Priority Review
25,67147,RENT,MEDICAL,D,3000,16.02,0.04,Y,16,Very High,0.8405087755694675,75%+,Priority Review
36,90000,RENT,PERSONAL,D,30000,15.99,0.33,Y,17,Very High,0.8405069224609066,75%+,Priority Review
21,26000,RENT,EDUCATION,C,7750,13.16,0.3,Y,17,Very High,0.8404921839645951,75%+,Priority Review
25,69000,RENT,PERSONAL,D,8000,13.99,0.12,N,14,High,0.8404828203369645,75%+,Priority Review
58,108350,RENT,PERSONAL,D,35000,14.91,0.32,N,13,High,0.8404284850745181,75%+,Priority Review
26,35000,RENT,EDUCATION,B,12875,10.99,0.37,N,10,High,0.8403142528017884,75%+,Priority Review
29,28800,RENT,DEBTCONSOLIDATION,A,10750,7.51,0.37,N,8,Medium,0.8403102750516429,75%+,Priority Review
24,50000,OWN,DEBTCONSOLIDATION,D,15000,16.29,0.3,N,13,High,0.8402783540877237,75%+,Priority Review
35,46900,RENT,MEDICAL,C,14000,14.27,0.3,Y,16,Very High,0.8402540170842118,75%+,Priority Review
28,53100,RENT,MEDICAL,D,3000,15.31,0.06,N,10,High,0.8402190842337756,75%+,Priority Review
22,68000,MORTGAGE,EDUCATION,D,20000,16.77,0.29,Y,16,Very High,0.8400942866527795,75%+,Priority Review
28,100511,RENT,DEBTCONSOLIDATION,D,21000,15.31,0.21,Y,18,Very High,0.8399559318848316,75%+,Priority Review
36,38568,RENT,PERSONAL,E,2400,18.39,0.06,Y,16,Very High,0.8399550704649509,75%+,Priority Review
22,45000,MORTGAGE,EDUCATION,D,8000,16.49,0.18,Y,16,Very High,0.8399547627919439,75%+,Priority Review
22,24000,MORTGAGE,EDUCATION,D,3975,13.87,0.17,N,10,High,0.839939009725056,75%+,Priority Review
26,44000,MORTGAGE,DEBTCONSOLIDATION,D,3500,16.29,0.08,N,11,High,0.8399311123545504,75%+,Priority Review
32,29962,RENT,MEDICAL,B,8000,12.53,0.27,N,10,High,0.8399242620304348,75%+,Priority Review
22,36500,RENT,VENTURE,A,18725,6.54,0.51,N,10,High,0.8398562258052635,75%+,Priority Review
27,23004,RENT,MEDICAL,B,6250,10.38,0.27,N,10,High,0.8398212553535985,75%+,Priority Review
25,41000,RENT,PERSONAL,D,4000,14.84,0.1,Y,17,Very High,0.8397334979575416,75%+,Priority Review
29,36100,MORTGAGE,PERSONAL,C,14000,14.27,0.39,N,11,High,0.8396864550794257,75%+,Priority Review
44,39000,RENT,MEDICAL,B,12000,11.14,0.31,N,10,High,0.8396354800149631,75%+,Priority Review
22,32000,RENT,PERSONAL,C,9500,13.57,0.3,N,12,High,0.8395956690147504,75%+,Priority Review
21,35000,MORTGAGE,DEBTCONSOLIDATION,B,15000,10.99,0.43,N,8,Medium,0.839502467298134,75%+,Priority Review
22,54400,RENT,MEDICAL,D,2500,16.49,0.04,Y,16,Very High,0.8394920899567441,75%+,Priority Review
26,32352,RENT,VENTURE,D,5000,14.84,0.15,N,13,High,0.8394300042633921,75%+,Priority Review
22,68400,MORTGAGE,DEBTCONSOLIDATION,D,10000,15.95,0.15,N,11,High,0.8393676490841856,75%+,Priority Review
25,24000,RENT,DEBTCONSOLIDATION,C,6250,13.72,0.26,Y,15,Very High,0.8393665975890957,75%+,Priority Review
23,33000,RENT,EDUCATION,C,10000,14.65,0.3,N,13,High,0.839350223134923,75%+,Priority Review
30,49000,RENT,PERSONAL,D,5000,15.31,0.1,N,12,High,0.8393308570711704,75%+,Priority Review
25,44000,RENT,EDUCATION,B,17500,12.53,0.4,N,11,High,0.8392344128225776,75%+,Priority Review
22,70204,RENT,PERSONAL,D,15000,15.7,0.21,Y,16,Very High,0.8391639637148282,75%+,Priority Review
25,32000,MORTGAGE,PERSONAL,B,15000,11.11,0.47,N,9,Medium,0.8391488510178118,75%+,Priority Review
34,18000,RENT,VENTURE,B,6000,10.99,0.33,N,12,High,0.8391140770004828,75%+,Priority Review
22,30000,RENT,EDUCATION,B,10000,11.86,0.33,N,11,High,0.8389751367246139,75%+,Priority Review
22,32376,RENT,EDUCATION,C,10000,13.61,0.31,Y,18,Very High,0.838944803446396,75%+,Priority Review
36,372000,RENT,DEBTCONSOLIDATION,E,2000,16.82,0.01,Y,17,Very High,0.8388560886208574,75%+,Priority Review
27,32960,RENT,PERSONAL,A,15000,6.91,0.46,N,9,Medium,0.8387766244999184,75%+,Priority Review
34,69000,RENT,EDUCATION,D,12800,15.7,0.19,N,12,High,0.8387704024404217,75%+,Priority Review
37,30000,RENT,MEDICAL,B,10000,9.25,0.33,N,9,Medium,0.8386466277780207,75%+,Priority Review
23,37000,MORTGAGE,MEDICAL,D,3600,15.62,0.1,N,10,High,0.8386214379036891,75%+,Priority Review
27,24570,MORTGAGE,PERSONAL,C,8500,13.48,0.35,Y,14,High,0.8384474713171975,75%+,Priority Review
31,20000,RENT,DEBTCONSOLIDATION,C,5075,12.54,0.25,Y,13,High,0.8384473995561242,75%+,Priority Review
52,71520,RENT,VENTURE,E,7000,16.82,0.1,N,15,Very High,0.838405061325182,75%+,Priority Review
22,33600,RENT,PERSONAL,B,12000,9.91,0.36,N,10,High,0.8382734748577091,75%+,Priority Review
28,63000,MORTGAGE,DEBTCONSOLIDATION,D,11200,14.42,0.18,Y,14,High,0.8382727921239144,75%+,Priority Review
26,34100,RENT,DEBTCONSOLIDATION,A,11500,6.62,0.34,N,10,High,0.8382236457963281,75%+,Priority Review
25,58313,MORTGAGE,MEDICAL,E,5300,19.91,0.08,Y,16,Very High,0.8381971105380215,75%+,Priority Review
35,14400,RENT,VENTURE,B,4800,10.62,0.33,N,11,High,0.8381488200869905,75%+,Priority Review
24,30000,RENT,EDUCATION,A,12000,6.91,0.4,N,10,High,0.8381164715521673,75%+,Priority Review
25,39600,RENT,MEDICAL,B,12000,10.99,0.3,N,12,High,0.8380724094296365,75%+,Priority Review
27,70000,MORTGAGE,HOMEIMPROVEMENT,D,8000,14.46,0.11,N,10,High,0.8380288045758582,75%+,Priority Review
29,62000,MORTGAGE,EDUCATION,E,9600,18.39,0.15,N,11,High,0.8378584463536967,75%+,Priority Review
26,67983,MORTGAGE,MEDICAL,D,15000,16.49,0.19,N,11,High,0.8378516333131837,75%+,Priority Review
33,16000,MORTGAGE,MEDICAL,A,6000,7.14,0.38,N,8,Medium,0.8377771976029794,75%+,Priority Review
27,39000,RENT,VENTURE,D,6000,14.61,0.15,N,13,High,0.8377051001899172,75%+,Priority Review
21,14400,RENT,HOMEIMPROVEMENT,B,3000,9.63,0.21,N,10,High,0.8376663525504904,75%+,Priority Review
25,30000,RENT,PERSONAL,D,1600,16.29,0.05,N,12,High,0.837622487008825,75%+,Priority Review
27,54000,RENT,PERSONAL,D,9600,12.17,0.18,Y,15,Very High,0.837605332450793,75%+,Priority Review
30,62304,RENT,EDUCATION,D,11000,15.31,0.18,N,11,High,0.8375657410088572,75%+,Priority Review
29,56000,RENT,PERSONAL,D,8000,15.31,0.14,Y,17,Very High,0.8375583544855338,75%+,Priority Review
23,29856,RENT,PERSONAL,A,10300,8.94,0.34,N,11,High,0.8374712049110532,75%+,Priority Review
25,38599,RENT,MEDICAL,B,12000,10.38,0.31,N,11,High,0.8374276363498206,75%+,Priority Review
25,61959,RENT,MEDICAL,C,25000,12.73,0.4,N,13,High,0.8374218396901392,75%+,Priority Review
38,56524,RENT,HOMEIMPROVEMENT,B,22000,10.75,0.39,N,9,Medium,0.8374169468816209,75%+,Priority Review
25,108000,RENT,DEBTCONSOLIDATION,E,8000,16.77,0.07,N,13,High,0.8373799758873282,75%+,Priority Review
25,35000,RENT,VENTURE,D,4000,16.29,0.11,Y,19,Very High,0.8373585536751978,75%+,Priority Review
27,28000,RENT,DEBTCONSOLIDATION,B,7600,10.99,0.27,N,10,High,0.8373228639942147,75%+,Priority Review
29,36100,MORTGAGE,PERSONAL,C,14000,14.27,0.39,N,10,High,0.8372774727729135,75%+,Priority Review
27,45000,MORTGAGE,MEDICAL,C,18000,12.87,0.4,N,10,High,0.8372765208052932,75%+,Priority Review
28,50000,RENT,MEDICAL,C,16200,13.99,0.32,Y,18,Very High,0.8372601721799542,75%+,Priority Review
28,48500,RENT,MEDICAL,C,15000,12.99,0.31,Y,18,Very High,0.837211451725568,75%+,Priority Review
23,67150,MORTGAGE,MEDICAL,D,10000,16.32,0.13,N,12,High,0.8371803588214926,75%+,Priority Review
24,46700,RENT,EDUCATION,D,8000,15.65,0.17,Y,15,Very High,0.8371624943703787,75%+,Priority Review
32,37076,RENT,PERSONAL,B,12000,12.42,0.32,N,12,High,0.8371591095128034,75%+,Priority Review
29,53313,RENT,MEDICAL,B,19850,10.99,0.37,N,10,High,0.8371496187568408,75%+,Priority Review
24,58000,MORTGAGE,EDUCATION,D,11000,16.77,0.19,N,12,High,0.8369858444100913,75%+,Priority Review
34,30636,RENT,PERSONAL,B,10000,10.37,0.33,N,11,High,0.8369633377498231,75%+,Priority Review
22,40000,RENT,EDUCATION,B,16000,8.88,0.4,N,12,High,0.8368280337286756,75%+,Priority Review
31,73100,MORTGAGE,MEDICAL,E,16000,16.82,0.19,Y,18,Very High,0.83681046912279,75%+,Priority Review
37,50000,RENT,DEBTCONSOLIDATION,C,15000,13.22,0.3,Y,17,Very High,0.8367937338137411,75%+,Priority Review
24,25000,RENT,DEBTCONSOLIDATION,C,5625,12.68,0.23,N,12,High,0.8367723644115825,75%+,Priority Review
21,30000,RENT,PERSONAL,B,10000,11.99,0.33,N,10,High,0.8367698754925198,75%+,Priority Review
32,40000,RENT,DEBTCONSOLIDATION,B,12000,11.89,0.3,N,10,High,0.8367563487311505,75%+,Priority Review
24,30000,RENT,PERSONAL,A,10000,8.38,0.33,N,12,High,0.8366512169284235,75%+,Priority Review
23,76800,MORTGAGE,EDUCATION,F,7200,20.89,0.09,N,15,Very High,0.8365920518838897,75%+,Priority Review
22,43000,RENT,VENTURE,D,7500,14.96,0.17,N,13,High,0.836550420420699,75%+,Priority Review
23,50000,RENT,EDUCATION,B,19400,12.69,0.39,N,14,High,0.8365222772340672,75%+,Priority Review
31,50000,RENT,MEDICAL,C,18000,13.48,0.36,Y,16,Very High,0.8364591864473736,75%+,Priority Review
22,44000,RENT,PERSONAL,D,4500,14.46,0.1,Y,17,Very High,0.8364423932920457,75%+,Priority Review
22,70550,RENT,MEDICAL,E,7000,15.88,0.08,N,13,High,0.8364321023678996,75%+,Priority Review
28,33288,RENT,EDUCATION,C,10800,12.09,0.32,N,13,High,0.8363346101619029,75%+,Priority Review
22,58000,RENT,DEBTCONSOLIDATION,C,20000,13.11,0.34,N,15,Very High,0.8362450150016995,75%+,Priority Review
23,30000,RENT,DEBTCONSOLIDATION,C,7925,15.27,0.26,Y,15,Very High,0.836234752924437,75%+,Priority Review
24,31000,RENT,EDUCATION,C,10000,14.65,0.32,Y,17,Very High,0.8361522843325272,75%+,Priority Review
32,19000,RENT,VENTURE,A,8325,6.62,0.44,N,9,Medium,0.8361493028129638,75%+,Priority Review
28,33000,RENT,PERSONAL,A,15000,7.49,0.45,N,8,Medium,0.8361453046793441,75%+,Priority Review
23,62500,MORTGAGE,DEBTCONSOLIDATION,D,10000,15.7,0.16,N,10,High,0.8361272343291567,75%+,Priority Review
23,30500,MORTGAGE,MEDICAL,D,3000,14.96,0.1,Y,14,High,0.8360946645313281,75%+,Priority Review
23,28685,RENT,DEBTCONSOLIDATION,C,7000,12.73,0.24,N,12,High,0.8360410772978798,75%+,Priority Review
24,30000,RENT,MEDICAL,D,1400,15.62,0.05,Y,15,Very High,0.8360262451987674,75%+,Priority Review
29,80000,RENT,EDUCATION,D,10000,17.27,0.13,N,13,High,0.8359339162749272,75%+,Priority Review
36,69000,RENT,VENTURE,C,35000,13.48,0.51,N,11,High,0.8358922570220564,75%+,Priority Review
23,63000,RENT,VENTURE,D,16000,14.42,0.25,Y,19,Very High,0.8358784929608324,75%+,Priority Review
25,33600,RENT,MEDICAL,C,10000,11.03,0.3,Y,16,Very High,0.8358644954758625,75%+,Priority Review
33,24000,RENT,DEBTCONSOLIDATION,D,1000,14.91,0.04,Y,14,High,0.8358633318006767,75%+,Priority Review
36,34000,RENT,VENTURE,D,4000,14.59,0.12,N,10,High,0.8358168744773701,75%+,Priority Review
23,45000,RENT,MEDICAL,B,15000,10.99,0.33,N,12,High,0.8358133815160653,75%+,Priority Review
24,70550,RENT,MEDICAL,D,9000,15.05,0.11,Y,16,Very High,0.8357656458990078,75%+,Priority Review
31,30000,RENT,VENTURE,D,4400,15.62,0.15,N,10,High,0.835713109412142,75%+,Priority Review
28,74000,RENT,DEBTCONSOLIDATION,D,5000,15.21,0.07,N,11,High,0.8357119617520625,75%+,Priority Review
29,56100,RENT,MEDICAL,D,3150,15.62,0.05,N,11,High,0.8356768835260517,75%+,Priority Review
49,70872,MORTGAGE,DEBTCONSOLIDATION,D,15000,14.84,0.21,N,10,High,0.8355681190274544,75%+,Priority Review
22,52000,RENT,PERSONAL,D,9000,14.11,0.17,Y,15,Very High,0.8355023088160256,75%+,Priority Review
28,44000,RENT,PERSONAL,C,16000,13.48,0.36,N,12,High,0.8354414558745852,75%+,Priority Review
24,28932,MORTGAGE,PERSONAL,C,10000,13.48,0.35,Y,16,Very High,0.8354084628179783,75%+,Priority Review
35,80000,RENT,VENTURE,D,25000,14.09,0.31,Y,17,Very High,0.8353508582913369,75%+,Priority Review
33,24947,RENT,HOMEIMPROVEMENT,B,6625,12.69,0.27,N,9,Medium,0.8353230371452285,75%+,Priority Review
23,42000,RENT,EDUCATION,E,3000,17.93,0.07,Y,18,Very High,0.8352393817188472,75%+,Priority Review
29,33864,RENT,VENTURE,D,6000,14.91,0.18,Y,16,Very High,0.8352147695368611,75%+,Priority Review
31,50000,RENT,PERSONAL,D,6000,15.62,0.12,Y,16,Very High,0.8351809180050564,75%+,Priority Review
24,26400,RENT,MEDICAL,A,10000,6.54,0.38,N,8,Medium,0.8350188522201785,75%+,Priority Review
23,24000,RENT,DEBTCONSOLIDATION,B,6000,10.99,0.25,N,11,High,0.83496511588377,75%+,Priority Review
24,69000,RENT,DEBTCONSOLIDATION,D,4800,15.21,0.07,N,11,High,0.8349530195368423,75%+,Priority Review
24,50000,MORTGAGE,VENTURE,D,11000,16.89,0.22,N,12,High,0.8349434215532888,75%+,Priority Review
33,79985,MORTGAGE,EDUCATION,F,8000,21.36,0.1,N,13,High,0.8347130841634491,75%+,Priority Review
26,40000,RENT,DEBTCONSOLIDATION,B,12000,9.99,0.3,N,12,High,0.8346737940785474,75%+,Priority Review
26,33000,MORTGAGE,DEBTCONSOLIDATION,C,12000,10.91,0.36,Y,15,Very High,0.8345822213047314,75%+,Priority Review
23,26000,RENT,EDUCATION,B,8300,9.99,0.32,N,11,High,0.8345737024207684,75%+,Priority Review
25,80000,MORTGAGE,EDUCATION,D,25000,15.31,0.31,N,13,High,0.8345371608131122,75%+,Priority Review
25,134300,RENT,MEDICAL,D,5000,16.49,0.03,N,14,High,0.8345296120374672,75%+,Priority Review
25,24996,RENT,EDUCATION,C,7500,12.98,0.3,Y,17,Very High,0.834458389687653,75%+,Priority Review
22,30000,RENT,PERSONAL,A,11100,6.62,0.37,N,10,High,0.8343586613942572,75%+,Priority Review
43,47840,RENT,PERSONAL,B,15000,12.42,0.31,N,10,High,0.8343461512769776,75%+,Priority Review
28,42000,RENT,DEBTCONSOLIDATION,D,2000,14.96,0.05,Y,15,Very High,0.8343428252387777,75%+,Priority Review
27,56525,MORTGAGE,MEDICAL,D,12000,15.95,0.18,Y,14,High,0.834208491637755,75%+,Priority Review
37,32400,OWN,HOMEIMPROVEMENT,D,8000,15.99,0.25,N,10,High,0.8341649679512114,75%+,Priority Review
22,36021,RENT,VENTURE,B,15000,10.99,0.42,N,12,High,0.8340783637859724,75%+,Priority Review
25,103000,RENT,HOMEIMPROVEMENT,D,12800,15.7,0.12,Y,15,Very High,0.8340618254911173,75%+,Priority Review
37,12360,RENT,VENTURE,B,4000,9.99,0.32,N,10,High,0.8340501498369607,75%+,Priority Review
27,26400,RENT,EDUCATION,B,10000,10.25,0.38,N,9,Medium,0.8339860501318629,75%+,Priority Review
29,38400,MORTGAGE,MEDICAL,C,14000,14.27,0.36,Y,15,Very High,0.8339476758075159,75%+,Priority Review
28,92000,MORTGAGE,EDUCATION,F,25000,19.29,0.27,Y,17,Very High,0.8338665207606386,75%+,Priority Review
24,49200,MORTGAGE,MEDICAL,E,2500,16.82,0.05,N,12,High,0.8337862371705077,75%+,Priority Review
21,32400,RENT,EDUCATION,B,10000,11.48,0.31,N,13,High,0.8336676301411513,75%+,Priority Review
30,56952,RENT,MEDICAL,B,25000,11.36,0.44,N,10,High,0.8335866566288067,75%+,Priority Review
22,33300,MORTGAGE,DEBTCONSOLIDATION,D,5325,14.59,0.16,N,9,Medium,0.8335129275748913,75%+,Priority Review
22,12240,RENT,PERSONAL,D,1000,14.96,0.08,Y,16,Very High,0.8334661774372609,75%+,Priority Review
22,107000,MORTGAGE,HOMEIMPROVEMENT,E,24000,19.69,0.22,Y,17,Very High,0.8334212977353044,75%+,Priority Review
28,10000,RENT,EDUCATION,B,3000,10.99,0.3,N,9,Medium,0.8333905171583048,75%+,Priority Review
21,42500,OTHER,EDUCATION,D,7000,14.61,0.16,Y,18,Very High,0.8333467942398421,75%+,Priority Review
25,44000,MORTGAGE,MEDICAL,D,5550,14.11,0.13,Y,14,High,0.8333168597371847,75%+,Priority Review
45,24600,RENT,EDUCATION,B,9000,10.65,0.37,N,9,Medium,0.833278402536876,75%+,Priority Review
27,39500,RENT,MEDICAL,D,2200,15.31,0.06,Y,15,Very High,0.8332670376326062,75%+,Priority Review
22,20400,RENT,DEBTCONSOLIDATION,B,4750,11.49,0.23,N,11,High,0.8331589803780276,75%+,Priority Review
26,39996,RENT,MEDICAL,B,12000,10.99,0.3,N,12,High,0.8331250082569815,75%+,Priority Review
25,47052,RENT,EDUCATION,B,21250,10.99,0.45,N,11,High,0.8331144170525804,75%+,Priority Review
32,36400,RENT,EDUCATION,D,4800,14.11,0.13,Y,16,Very High,0.8330785793532297,75%+,Priority Review
32,59000,RENT,PERSONAL,D,8000,14.96,0.14,Y,16,Very High,0.8328900249540699,75%+,Priority Review
26,12000,OWN,HOMEIMPROVEMENT,A,6100,7.51,0.51,N,6,Medium,0.832784030340935,75%+,Priority Review
26,70000,MORTGAGE,HOMEIMPROVEMENT,D,8000,14.84,0.11,N,11,High,0.8327724229806939,75%+,Priority Review
21,20000,RENT,DEBTCONSOLIDATION,B,5000,10.39,0.25,N,10,High,0.8327040563804077,75%+,Priority Review
34,108000,RENT,HOMEIMPROVEMENT,D,12350,14.96,0.11,Y,17,Very High,0.8326717863493347,75%+,Priority Review
22,36000,RENT,MEDICAL,C,10000,13.49,0.28,N,11,High,0.8326259247193555,75%+,Priority Review
27,74400,MORTGAGE,DEBTCONSOLIDATION,D,10000,16.0,0.13,Y,15,Very High,0.8324658617162577,75%+,Priority Review
27,25000,MORTGAGE,PERSONAL,D,4750,14.83,0.19,N,9,Medium,0.8324388631932567,75%+,Priority Review
28,65450,MORTGAGE,MEDICAL,D,15000,16.89,0.19,N,10,High,0.8324319381924098,75%+,Priority Review
24,23000,RENT,MEDICAL,C,5000,13.48,0.22,N,12,High,0.8323567471317312,75%+,Priority Review
31,39000,MORTGAGE,EDUCATION,B,22000,11.36,0.56,N,8,Medium,0.8323553068478886,75%+,Priority Review
22,17720,RENT,HOMEIMPROVEMENT,B,5000,9.62,0.28,N,8,Medium,0.8323191512504603,75%+,Priority Review
24,19200,MORTGAGE,HOMEIMPROVEMENT,A,7000,5.99,0.36,N,7,Medium,0.8322836213379524,75%+,Priority Review
22,19800,RENT,DEBTCONSOLIDATION,B,4800,10.99,0.24,N,10,High,0.832263494109923,75%+,Priority Review
27,39000,RENT,EDUCATION,D,2000,16.07,0.05,N,13,High,0.832160716341697,75%+,Priority Review
25,52000,RENT,MEDICAL,C,17000,12.98,0.33,Y,17,Very High,0.8321526294558701,75%+,Priority Review
23,18500,RENT,EDUCATION,A,7000,7.66,0.38,N,9,Medium,0.832094983373115,75%+,Priority Review
21,36000,RENT,MEDICAL,C,10000,13.22,0.28,N,11,High,0.8320276228316443,75%+,Priority Review
28,37000,RENT,EDUCATION,D,3600,14.11,0.1,N,11,High,0.8319814115101367,75%+,Priority Review
21,6000,OWN,PERSONAL,D,1600,14.61,0.27,Y,15,Very High,0.8319250490971575,75%+,Priority Review
24,121000,RENT,PERSONAL,F,18000,18.3,0.15,N,15,Very High,0.8318971966404691,75%+,Priority Review
30,42000,RENT,MEDICAL,C,10000,16.11,0.24,N,12,High,0.8318884462656816,75%+,Priority Review
23,55400,MORTGAGE,MEDICAL,D,5500,14.61,0.1,N,12,High,0.8318294346424383,75%+,Priority Review
23,39000,RENT,MEDICAL,B,12000,10.83,0.31,N,10,High,0.8318088180058438,75%+,Priority Review
25,50300,MORTGAGE,HOMEIMPROVEMENT,E,1000,18.39,0.02,Y,16,Very High,0.8318024608021061,75%+,Priority Review
